"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X"
"11","Arab World","ARB","Age population, age 03, male, interpolated","SP.POP.AG03.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Arab World","ARB","Age population, age 04, female, interpolated","SP.POP.AG04.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Arab World","ARB","Age population, age 04, male, interpolated","SP.POP.AG04.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Arab World","ARB","Age population, age 05, female, interpolated","SP.POP.AG05.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Arab World","ARB","Age population, age 05, male, interpolated","SP.POP.AG05.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Arab World","ARB","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN",47.689955493918,47.4680248630807,47.2454961208732,47.0147857111401,46.770213937582,46.5022287901459,46.2026918139591,45.8711481262205,45.5107385003125,45.1248323560266,44.7232369713833,44.3196637394572,43.9268121231498,43.5551275623382,43.2097598678216,42.8930643141358,42.6016151554955,42.3222494586968,42.0394982257289,41.7410817354551,41.4159025931277,41.054245933367,40.6492102330916,40.1932396727936,39.680014820227,39.100610228112,38.4478834565223,37.726845689179,36.9495788510544,36.1303557149137,35.3689007968552,34.5080416232487,33.7447300249549,32.8810522805104,32.0476381805949,31.207860704459,30.5075385370556,29.8843022207159,29.3375510090787,28.8745670816558,28.4988599059346,28.200407392536,27.9680693633266,27.78306275696,27.6374699635931,27.5325044590556,27.4795897856439,27.4718840716453,27.4866391392019,27.535705094635,27.5643174741148,27.5321562195997,27.4125830401334,27.1905019029579,26.8605049096711,26.4311997768795,25.9277663555677,NA,NA
"17","Arab World","ARB","Children out of school, primary, female","SE.PRM.UNER.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5962825,6123022,6128022,6148307,6234899,6168023,6113657,6133529,6181994,6024924,5945925,5980626,5998447,5994959,5930176,5958328,5905941,5831955,5819061,5965777,5765702,5835193,6598619,6621872,6205643,6561916,6094286,6078141,5961001,5684714,5425963,5087547,4813368,4526116,4372867,4372553,4307976,3976702,3773751,3691552,3473763,3653403,3505540,3814056,4072604,4067084,4133928,NA,NA
"18","Arab World","ARB","Children out of school, primary, male","SE.PRM.UNER.MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3666181,3747153,3690473,3674179,3676747,3673404,3570514,3594242,3635896,3618021,3606955,3673071,3735385,3775917,3712292,3756676,3745118,3699822,3740924,3845396,3800461,3914009,4335572,4408192,4230891,4408430,4220641,4181176,4222039,4131775,3955257,3726838,3534138,3366129,3223857,3230774,3203279,2971757,2821671,2752499,2612533,2812431,3007016,3368475,3653164,3631619,3726700,NA,NA
"19","Arab World","ARB","Completeness of birth registration, female (%)","SP.REG.BRTH.FE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Arab World","ARB","Completeness of birth registration, male (%)","SP.REG.BRTH.MA.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Arab World","ARB","Contraceptive prevalence, any methods (% of women ages 15-49)","SP.DYN.CONU.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1805684297293,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4160764979535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2378728062649,NA,NA,NA,NA
"22","Arab World","ARB","Contraceptive prevalence, modern methods (% of women ages 15-49)","SP.DYN.CONM.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2766546604268,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7094362316551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6207451124715,NA,NA,NA,NA
"23","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN",19.8542023197258,19.384555088676,18.9205581611546,18.4573369682444,17.9925459492494,17.5282893536847,17.070957895294,16.6263099299694,16.1961285545538,15.7785774810194,15.3679955553985,14.9568921983289,14.5403854097152,14.1180797995063,13.6940193459229,13.2727870393947,12.859827611298,12.4578864858767,12.0666605484155,11.6815881324567,11.296630694717,10.9074284256216,10.5141381194085,10.1200171593792,9.73310681475,9.36396359137116,9.02260181734871,8.71457182193533,8.44177323901478,8.20404215084417,7.98396745320718,7.7948280549855,7.65901737486817,7.48063329784724,7.30585581054053,7.10695259359449,6.94848474376943,6.80376032295968,6.67813101308014,6.56933730265246,6.47700219633785,6.3967558052861,6.32409816514615,6.25365103605121,6.18215764462783,6.10898689736593,6.03602051804376,5.96538956369614,5.90408779919545,5.85195173773151,5.80762030804291,5.76762330565707,5.72780019544933,5.68594200474975,5.64133474992918,5.59521019987047,5.54867665702495,NA,NA
"24","Arab World","ARB","Life expectancy at age 60, female (years)","SP.DYN.LE60.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Arab World","ARB","Life expectancy at age 60, male (years)","SP.DYN.LE60.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Arab World","ARB","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",47.9060562039102,48.4853876146751,49.0678271848687,49.6588865458308,50.2603726998967,50.8664840722513,51.4661088561364,52.0504943267175,52.6165766376187,53.1693312407176,53.716559763525,54.2709698680071,54.8440217770465,55.4403242092746,56.0586989621435,56.7012321164043,57.3690451075337,58.0579744448259,58.7657007155065,59.493568894731,60.2385316434416,60.9921803216475,61.7409133561394,62.4687998175383,63.1588477644493,63.794987959028,64.3688349586252,64.8851762410172,65.3509145493235,65.7729670586894,66.1942981600087,66.5676007501664,66.8869183009974,67.2608778054121,67.6362468212744,68.0401692560178,68.3981284002793,68.7336548334909,69.040045801958,69.3174139676439,69.5707720550624,69.8094122293446,70.0442617232567,70.2841047657575,70.5328955397282,70.7877912332423,71.0421296538291,71.2869495417346,71.5142129994664,71.7224765625063,71.9146268613885,72.0985190372229,72.2826318264531,72.4734050482071,72.6711872788338,72.8757610183377,73.0838909594567,NA,NA
"27","Arab World","ARB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",45.7768792161959,46.3613204107181,46.9394554228137,47.5143767824519,48.0861885954269,48.6514056695491,49.2013299125179,49.7329259180254,50.2481652424439,50.7543377444171,51.2647649043028,51.7973185246433,52.3606471603462,52.9527688240916,53.5623363286648,54.1703441441631,54.7537940050584,55.2993344556174,55.8076595203982,56.2932198822592,56.7817233353747,57.3019601158672,57.8714338376427,58.4934037360899,59.1549471972698,59.8289914628486,60.4842151122084,61.0924007766789,61.6331610282528,62.1026595008987,62.5447318841533,62.9078115245573,63.1757437459507,63.5304050863443,63.8909309333052,64.3116658143669,64.6724459081058,65.0213190717262,65.3486803342835,65.653832083719,65.9378864492889,66.2053614834562,66.4614782933572,66.7142117825327,66.9672963821051,67.2207285051911,67.4716647182396,67.7140762669052,67.9411385495149,68.1502647935778,68.3435614863281,68.5287112264448,68.7140633180787,68.9037198493372,69.0974728347084,69.2942488797778,69.4939504393253,NA,NA
"28","Caribbean small states","CSS","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",146.743780694643,146.900231681254,147.069163997336,145.619937444309,144.308538461223,143.053089553682,141.165106582423,138.991990465391,135.976116858161,133.192800627978,130.733566713874,128.54677524277,126.629545099768,123.909313920576,121.144224062172,118.257178101719,115.048691225724,111.723102734823,110.200875085781,108.720687262323,107.337724542204,106.168939250667,105.090158067746,102.397600669714,99.6523432209068,96.7944095918805,93.7676575939555,90.627545702521,89.2806355148463,87.8965087892026,86.5121157091527,85.1531001625208,83.80327961534,82.6004167243435,81.3579444955408,80.0412352858639,78.6127990906406,77.0633451261473,75.3318333458751,73.6147664759381,71.9822237457133,70.4866583237994,69.1106999659219,67.9575007498519,66.8721621819621,65.8350780872357,64.8529909343856,63.8722448726321,62.731697175964,61.5481617514707,60.28361332646,58.9719813647218,57.5764144761278,56.4360768144626,55.2567579348657,54.0576074506489,52.8064677164843,NA,NA
"29","Caribbean small states","CSS","Age at first marriage, female","SP.DYN.SMAM.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Caribbean small states","CSS","Age at first marriage, male","SP.DYN.SMAM.MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Caribbean small states","CSS","Age dependency ratio (% of working-age population)","SP.POP.DPND",90.4268350000063,92.0445138786625,93.4715779509639,94.6545361688295,95.5934721113947,96.3400077787804,97.4610838628233,98.4813419751091,99.3646653943728,100.050879218346,100.447835720069,98.9687638642092,97.5485812198499,96.0673816129665,94.391520983286,92.4907021141452,89.7314526612633,87.0136571068703,84.500292698418,82.4073095545758,80.7741014592377,78.9210378152511,77.5506722777208,76.4796204370213,75.3775185959586,74.0510682075785,73.1946390269919,72.0097210462624,70.7548365141401,69.7850746225284,69.2243204309382,68.2871038983193,67.7057675365726,67.2945221345034,66.762434772716,65.9867436603009,65.125307674281,64.1586991411703,63.1843671451428,62.3291439372414,61.6097399696159,60.6249434611139,59.6669383950992,58.7248643834181,57.7828167311432,56.8377190693032,55.7229554649156,54.6704048135936,53.6412447839473,52.6293528551563,51.6687803006125,50.8487089265393,50.02679600442,49.2526321239935,48.6086720720383,48.143789633458,47.8549726089907,47.7838156991679,NA
"32","Caribbean small states","CSS","Age population, age 0, female, interpolated","SP.POP.AG00.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Caribbean small states","CSS","Age population, age 0, male, interpolated","SP.POP.AG00.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Caribbean small states","CSS","Age population, age 01, female, interpolated","SP.POP.AG01.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Caribbean small states","CSS","Age population, age 02, female, interpolated","SP.POP.AG02.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Caribbean small states","CSS","Age population, age 02, male, interpolated","SP.POP.AG02.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Caribbean small states","CSS","Age population, age 03, female, interpolated","SP.POP.AG03.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Caribbean small states","CSS","Age population, age 03, male, interpolated","SP.POP.AG03.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Caribbean small states","CSS","Age population, age 04, female, interpolated","SP.POP.AG04.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Caribbean small states","CSS","Age population, age 04, male, interpolated","SP.POP.AG04.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Caribbean small states","CSS","Age population, age 05, female, interpolated","SP.POP.AG05.FE.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Caribbean small states","CSS","Age population, age 05, male, interpolated","SP.POP.AG05.MA.IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Caribbean small states","CSS","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN",40.3075137590189,39.9935803313683,39.515278690529,38.8793901032091,38.1107635122142,37.244729937102,36.3278147376769,35.4074198591341,34.5228142885505,33.7004835847163,32.7777417637216,32.2527566921652,31.6748409829712,30.9951954142865,30.3670591304484,29.802271777469,29.3762870952852,29.09804330309,28.9059125022115,28.822278486325,28.8388057758475,28.7531312925488,28.668056034078,28.4129939288982,28.0226449560834,27.6222533828881,27.0549396391029,26.4213856232799,25.845720135104,25.2875475736059,24.7603347352686,24.3000944617376,23.8334248859251,23.4116620077311,22.9725194124531,22.5478603795348,22.0955903677722,21.7045079722592,21.2204149463504,20.8318443119648,20.3907501228638,19.9478930063652,19.5112391501726,19.2126970144564,18.895847808048,18.6200477566782,18.3453239579036,18.1695718667057,17.9730305151723,17.7854636534736,17.5556462178754,17.4220170857217,17.2429054230423,17.0633068877596,16.8297001641595,16.6876731309567,16.4835250079105,NA,NA
"44","Caribbean small states","CSS","Children out of school, primary, female","SE.PRM.UNER.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24984,25208,23983,23198,21036,29686,35634,26693,25683,25745,31680,28540,23855,20873,21880,21950,22532,18619,19543,13725,21369,31512,33532,37647,36222,34021,32768,31652,27815,27061,27370,30126,33054,33844,28034,28611,28076,25898,21104,22435,19249,18735,18213,18620,NA,NA,NA,NA,NA
"45","Caribbean small states","CSS","Children out of school, primary, male","SE.PRM.UNER.MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29627,30040,27595,27509,23275,35856,42392,32766,33700,33688,40258,36440,28802,27903,29114,28682,29060,19062,22450,17040,25091,31434,32563,34651,33646,31908,31319,31531,29121,27519,27370,30838,37127,37403,31487,32039,31566,28972,24599,25431,23063,22810,23343,23344,NA,NA,NA,NA,NA
"46","Caribbean small states","CSS","Completeness of birth registration, female (%)","SP.REG.BRTH.FE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Caribbean small states","CSS","Completeness of birth registration, male (%)","SP.REG.BRTH.MA.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Caribbean small states","CSS","Contraceptive prevalence, any methods (% of women ages 15-49)","SP.DYN.CONU.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2714708024245,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5047953768903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7472945032976,NA,NA,NA,NA
